Date,Age,Gender,Shift,Productivity Score,Temperature,Task Type,Time Taken (mins),Quantity,Line Efficiency,Machine ID,Break Time (mins)
10/3/2023,39,Male,Morning,63.57462587,26.47,Assembly,56.29,31,72.13,MCH-305,10.4
2/3/2023,27,Male,,71.68309872,23.31,Packing,34.14,33,76.23,MCH-204,20.4
28/1/2023,55,Male,Evening,72.47609633,27.29,Packing,27.22,32,83.09,MCH-101,19.7
25/1/2023,29,Female,Morning,39.16185116,29.33,Assembly,25.58,35,76.06,MCH-305,12.5
17/1/2023,29,Male,Evening,71.38331695,25.82,Inspection,39.02,36,76.33,MCH-305,16
26/1/2023,97,Female,Morning,30,47.1,Packing,54.35,26,54.66,MCH-305,12.5
12/3/2023,45,Male,,74.61383615,25.45,Packing,28.01,33,42.71,MCH-305,12.7
6/3/2023,42,Female,Morning,79.49672066,23.05,Packing,36.99,23,78.61,MCH-101,5.6
22/3/2023,41,Female,Morning,50.59903615,28.85,Packing,36.49,25,67.76,MCH-305,19.6
11/1/2023,36,Female,Night,72.31652373,25.21,Assembly,51.66,28,65.45,MCH-101,16.7
24/1/2023,31,Female,Morning,47.40249254,28.73,Inspection,37.81,21,79.73,MCH-204,17.2
31/1/2023,21,Male,Night,44.48035465,27.2986305,Packing,21.04,26,60.45,MCH-305,16.6
5/1/2023,20,Female,Morning,30.3967364,28.86,Packing,42.53,19,69.63,MCH-305,14.4
7/3/2023,79,Female,Morning,30,53.1,Inspection,36.71,30,70.57,MCH-204,13.5
8/2/2023,57,Female,Evening,69.02210532,27.71,Packing,26.33,38,76.9,MCH-305,14.9
19/3/2023,88,Female,Night,30,49.5,Inspection,45.6,30,73.41,MCH-101,19.4
28/3/2023,55,Female,Morning,60.34370994,27.25,Assembly,31.87,30,73.42,MCH-204,15.1
30/1/2023,24,Male,Morning,58.02655075,26.7,Packing,38.33,28,65.95,MCH-204,20.8
12/1/2023,23,Male,Morning,58.89933559,25.53,Inspection,36.44,35,66.22,MCH-101,12.7
31/1/2023,53,Male,Evening,41.78181214,29.83,Packing,32.01,30,73.4,MCH-101,10.5
12/3/2023,24,Male,Evening,65.53556251,24.19,Assembly,26.88,25,64.99,MCH-204,12.2
25/2/2023,22,Male,Morning,60.78253854,26.01,Inspection,40.6,31,61.71,MCH-305,14.5
9/2/2023,36,Female,Night,73.21067119,26.03,Inspection,22.8,38,82.86,MCH-101,19.2
24/3/2023,56,Male,Evening,64.11196088,27,Inspection,44.28,23,63.25,MCH-101,13.5
17/2/2023,47,Male,Evening,72.81599538,25.14,Packing,26.46,25,65.41,MCH-101,10.6
3/1/2023,41,Female,Morning,71.542905,26.63,Inspection,23.35,29,82.27,MCH-204,15
13/1/2023,53,Female,Morning,77.73867751,25.66,Inspection,49.02,28,63.1,MCH-305,18.7
6/3/2023,53,Female,Morning,77.16827614,22.84,Inspection,35.94,32,73.21,MCH-101,15
12/1/2023,52,Male,Morning,72.3295806,26.02,Assembly,15.96,25,74.09,MCH-204,15.6
19/3/2023,41,Female,Morning,78.70436436,23.8,Inspection,34.87,27,69.1,MCH-204,14.9
26/1/2023,29,Female,Night,64.90155306,22.53,Inspection,41.11,30,66.12,MCH-305,14.4
20/1/2023,79,Male,Morning,30,50.55,Inspection,41.39,30,58.74,MCH-204,22.2
7/3/2023,83,Female,Evening,30,50.2,Assembly,27.26,43,76.28,MCH-204,18.9
12/3/2023,52,Male,Morning,65.44981362,27.05,Inspection,28.68,34,81.03,MCH-101,20.6
11/2/2023,43,Male,Evening,68.71097376,27.13,Packing,36.63,22,79.96,MCH-101,23.7
8/3/2023,51,Male,Morning,65.10749109,27.2,Inspection,45.39,25,73.71,MCH-101,18.9
5/1/2023,45,Male,Evening,80.48828127,23.28,Packing,21.85,23,50.24,MCH-204,13.6
5/3/2023,45,Male,Evening,31.6173713,29.95,Assembly,22.42,38,77.69,MCH-305,17.6
28/3/2023,44,Male,Evening,79.04165908,23.91,Assembly,48.71,25,68.92,MCH-305,20.7
12/3/2023,51,Female,Evening,70.25828067,27.22,Inspection,47.18,33,64.08,MCH-305,16.6
3/2/2023,49,Male,Morning,66.15203809,27.2,Inspection,25.58,32,76.58,MCH-204,14
14/1/2023,25,Male,Night,62.17363597,26.16,Assembly,31.13,23,72.26,MCH-101,19.1
14/3/2023,53,Male,Night,81.42689349,24.73,Assembly,56.08,28,80.09,MCH-204,11.2
22/2/2023,41,Male,Night,61.34781449,27.12,Assembly,43.8,29,73.41,MCH-101,15.4
13/2/2023,32,Female,Evening,68.66307613,26.27,Packing,34.51,22,67.33,MCH-204,17.3
31/1/2023,40,Male,Night,78.72851659,25.1,Packing,46.43,39,66.51,MCH-204,14.7
3/1/2023,58,Female,Evening,83.11210659,23.9,Inspection,30.18,31,76.11,MCH-305,16.9
18/3/2023,54,Female,Night,72.39087859,26.54,Packing,36.58,38,56.62,MCH-204,17
24/1/2023,53,Male,Morning,82.36377574,23.57,Assembly,31.9,41,64.98,MCH-305,16.7
3/1/2023,38,Male,Morning,69.98145168,26.85,Inspection,42.08,31,48.06,MCH-204,14.4
5/3/2023,51,Female,Evening,30,31.25,Packing,42.02,32,74.21,MCH-305,13.8
8/2/2023,35,Female,Morning,48.61543381,28.7,Inspection,37.23,26,76.45,MCH-204,14.7
30/1/2023,47,Female,Night,68.74704216,27.44,Packing,40.04,37,62.31,MCH-204,10.9
14/3/2023,41,Male,Morning,79.56963413,25.83,Inspection,46.37,30,59.06,MCH-101,19.1
17/3/2023,41,Male,Morning,71.12198664,22.12,Assembly,39.66,28,79.53,MCH-101,16.6
9/2/2023,30,Female,Morning,69.62936492,23.36,Assembly,37.26,26,62.86,MCH-101,15.5
11/3/2023,22,Female,Evening,38.70384233,28.57,Assembly,39.27,30,76.43,MCH-204,13
22/3/2023,25,Male,Night,66.36763159,24.42,Packing,47.12,33,69.86,MCH-101,15.4
27/3/2023,,Female,Evening,78.67705494,24.6,Inspection,25.76,31,64.71,MCH-101,15.3
7/3/2023,39,Female,Night,66.82161454,25.67,Inspection,39.16,32,75.8,MCH-204,13.7
22/2/2023,26,Male,Night,65.35101065,23.88,Inspection,16.13,29,70.32,MCH-204,18.2
5/2/2023,36,Male,Night,74.75279644,23.55,Packing,32.17,33,84.94,MCH-101,11.6
25/1/2023,,Female,Evening,78.63026285,25.9,Assembly,53.85,32,62.65,MCH-101,12.3
12/2/2023,29,Female,Evening,72.91111908,24.22,Assembly,27.1,36,56.75,MCH-204,18.3
17/1/2023,33,Male,Morning,71.44093322,24.52,Inspection,18.69,34,69.84,MCH-204,19.5
4/3/2023,34,Male,Evening,64.25078132,,Inspection,25.54,31,74.76,MCH-305,15.8
28/3/2023,40,Female,Night,66.5498995,,Packing,42.13,32,68.12,MCH-305,12
22/1/2023,34,Male,Evening,71.08329349,25.54,Inspection,33.69,24,87.98,MCH-204,19
8/3/2023,,Female,Evening,72.56562207,25.64,Inspection,24.94,36,82.13,MCH-204,15.6
15/1/2023,33,Female,Morning,63.18800189,27.19,Packing,47.08,29,64.74,MCH-101,15.4
6/3/2023,37,Female,Evening,71.52508181,25.72,Inspection,39.27,29,70.64,MCH-305,19.6
15/1/2023,35,Male,Morning,71.55381154,25.44,Assembly,23.43,28,51.95,MCH-101,17.5
3/1/2023,27,Male,Night,63.76434003,26.94,Packing,32.78,26,80.52,MCH-305,13.9
14/1/2023,47,Male,Evening,65.44461749,27.34,Assembly,56.33,26,63.2,MCH-101,10.3
19/1/2023,29,Female,Morning,68.54909675,25.71,Inspection,31.9,25,71.99,MCH-305,14.1
30/1/2023,31,Male,Morning,66.34232382,26.16,Inspection,18.06,29,67.43,MCH-204,16.4
2/3/2023,51,Male,Night,78.11383664,24.44,Packing,39.7,34,55.11,MCH-204,16.9
17/3/2023,57,Male,Night,77.35775164,24.28,Packing,38.83,30,78.34,MCH-204,11.3
15/2/2023,46,Male,Night,67.62223084,27.54,Packing,48.33,33,59.41,MCH-101,13.1
15/3/2023,56,Male,Morning,65.99288674,26.89,Packing,31.08,32,64.81,MCH-305,6.1
17/3/2023,54,Female,Morning,65.24257616,27,Inspection,39.42,28,78.53,MCH-101,16
18/1/2023,39,Female,Morning,70.91997593,26.56,Inspection,37.47,36,60.29,MCH-204,9.9
4/3/2023,50,Male,Night,67.17827401,27,Assembly,34.94,35,84.91,MCH-305,13.6
3/2/2023,33,Male,Night,64.57484913,27.2,Assembly,38.24,34,60.13,MCH-305,12.3
22/3/2023,38,Male,Night,61.30541202,27.87,Packing,41.02,32,58.3,MCH-101,17
15/3/2023,41,Male,Morning,61.0221264,27.82,Inspection,40.5,28,70.47,MCH-204,16.2
7/1/2023,58,Male,Morning,73.94390082,25.8,Packing,44.18,28,86.34,MCH-101,12.8
26/1/2023,41,Female,Night,41.83371309,28.77,Packing,12.2,30,69.94,MCH-101,15.5
6/3/2023,75,Male,Night,30,50.05,Packing,20.04,37,79.81,MCH-204,17
15/2/2023,46,Male,Night,67.82367017,27.29,Packing,37.13,36,56.59,MCH-204,15.9
28/1/2023,28,Female,Morning,65.86266788,26.56,Packing,36.16,23,66.34,MCH-101,4.9
6/3/2023,41,Female,Morning,72.57381493,26.49,Inspection,24.83,31,66.97,MCH-305,21.9
24/1/2023,42,Female,Morning,80.10881066,24.53,Assembly,31.65,18,57.39,MCH-204,16.6
19/3/2023,41,Female,Night,63.76338642,27.4,Packing,26.74,28,54.09,MCH-204,18.4
5/3/2023,41,Female,Night,67.00991187,27.29,Inspection,40.88,27,67.58,MCH-204,12.8
8/3/2023,45,Female,Morning,74.16780916,25.25,Packing,26.08,33,85.8,MCH-204,12.2
22/1/2023,22,Male,Morning,58.33076057,26.14,Inspection,37.15,25,72.19,MCH-305,13.4
14/2/2023,31,Male,Night,78.56757801,25.11,Assembly,45.25,22,63.17,MCH-305,21
6/2/2023,27,Male,Morning,69.17749275,25.02,Assembly,26.29,28,49.63,MCH-101,14
27/3/2023,49,Male,Night,47.2589938,29.09,Inspection,21.59,30,66.28,MCH-101,14.8
2/1/2023,78,Male,Night,30,50.19,Packing,27.39,21,65.6,MCH-204,20.6
5/2/2023,28,Male,Night,64.88264734,25.05,Assembly,26.3,36,73.85,MCH-101,13.9
8/1/2023,43,Male,Night,74.03503924,22.83,Packing,35.4,29,67.46,MCH-305,15
6/1/2023,47,Female,Evening,78.32357368,24.48,Packing,17.99,30,76.32,MCH-204,11
21/2/2023,40,Male,Evening,78.54530733,22.58,Inspection,51.06,36,77.68,MCH-204,20.8
27/2/2023,54,Female,Morning,67.3385307,27.26,Packing,22.44,26,69.3,MCH-204,12.7
25/3/2023,56,Male,Night,30,31.6,Inspection,21.51,37,69.44,MCH-101,14.5
8/1/2023,25,Male,Night,56.14005295,27.2,Inspection,35.61,30,70.34,MCH-204,5
15/3/2023,58,Female,Morning,74.89818712,22.67,Inspection,33.77,34,52.55,MCH-204,14.5
16/2/2023,,Male,Night,63.38689859,27.8,Assembly,48.71,32,77.2,MCH-305,14.8
15/1/2023,,Male,Morning,75.50004658,24.55,Packing,32.26,33,86.97,MCH-204,13.8
22/2/2023,23,Female,Evening,39.89164142,28.6,Inspection,32.15,30,70.59,MCH-101,9.8
6/1/2023,44,Female,Morning,70.43876037,25.44,Inspection,41.48,28,62.17,MCH-204,16.6
20/1/2023,49,Male,Evening,76.75950394,24.74,Packing,44.47,40,69.93,MCH-101,9.3
4/2/2023,43,Female,Evening,70.23721105,25.64,Assembly,15.55,30,65.65,MCH-305,10
12/1/2023,23,Female,Evening,52.62848345,27.2,Inspection,35.65,25,70.27,MCH-305,14.2
28/2/2023,,Male,Night,77.80995597,25.55,Inspection,56.55,37,66.88,MCH-204,18.6
24/1/2023,57,Male,Night,80.59094786,25.01,Inspection,28.77,28,48.47,MCH-305,14.9
4/1/2023,48,Male,Evening,79.80383791,25.6,Inspection,36.5,21,70.95,MCH-204,15.9
18/1/2023,41,Female,Night,76.32654547,23.46,Packing,45.2,26,92.24,MCH-305,13
21/3/2023,58,Female,Evening,73.71175623,26.79,Inspection,39.86,20,56.64,MCH-305,13
11/2/2023,58,Female,Morning,81.92320445,22.43,Assembly,24.49,26,80.97,MCH-101,17.6
20/3/2023,26,Female,Morning,71.54296782,25.11,Packing,34.33,39,74.01,MCH-101,18.7
4/3/2023,52,Male,Morning,59.29655905,27.52,Assembly,22.6,32,60.81,MCH-204,18.3
10/3/2023,41,Male,Morning,75.26343399,26.61,Packing,24.31,30,56.57,MCH-204,16.8
22/1/2023,43,Male,Evening,63.57165627,27.18,Packing,46.09,27,72.63,MCH-101,16
3/2/2023,37,Male,Evening,70.06299993,27.2,Packing,43.56,29,73.61,MCH-305,10.7
3/2/2023,41,Female,Morning,56.45144827,28.34,Assembly,52.86,36,54.92,MCH-204,13.3
9/3/2023,59,Female,Night,67.2872852,27.85,Assembly,44.24,21,79.26,MCH-305,12.9
2/3/2023,51,Male,Evening,74.17711039,26.89,Inspection,33.58,45,65.06,MCH-101,15.2
28/1/2023,57,Female,Morning,58.26715318,27.86,Assembly,24.86,26,74.93,MCH-305,17.3
6/1/2023,57,Female,Morning,62.50050084,27.5,Inspection,48.97,29,77.03,MCH-305,14
26/1/2023,23,Male,Evening,64.70930298,25.12,Packing,41.26,29,78.96,MCH-204,7.5
6/2/2023,30,Male,Morning,68.92652591,23.31,Inspection,43,29,60.11,MCH-305,18.8
23/3/2023,48,Female,Night,67.02371706,26.84,Assembly,40.73,27,90.11,MCH-101,12.3
18/2/2023,41,Female,Evening,71.20332984,27.09,Packing,46.86,34,60.79,MCH-305,12.5
26/1/2023,22,Female,Night,49.23727788,28.18,Packing,19.76,36,78.94,MCH-101,16.9
10/1/2023,78,Male,Evening,30,49.74,Inspection,22.86,35,65.01,MCH-101,13.5
11/2/2023,40,Female,Evening,68.6113985,,Inspection,26.28,30,70.52,MCH-204,15.1
20/3/2023,44,Male,Evening,67.07266424,,Assembly,38.64,27,68.75,MCH-101,16
12/1/2023,26,Female,Evening,53.90095755,,Packing,30.43,29,74.67,MCH-101,15.4
1/1/2023,26,Male,Night,66.89549382,22.23,Inspection,46.28,30,80.48,MCH-204,14.2
28/2/2023,25,Male,Morning,60.08368264,26.75,Packing,34.83,25,63.88,MCH-204,15.4
29/1/2023,42,Female,Evening,76.23288069,22.3,Assembly,58.19,31,61.23,MCH-204,22
11/1/2023,20,Male,Morning,62.21140486,24.11,Packing,52.14,39,49.37,MCH-101,18.9
21/2/2023,41,Male,Night,53.92492828,28.7,Inspection,36.39,29,71.8,MCH-204,17.9
17/3/2023,39,Female,Morning,39.51569234,29.65,Assembly,21.42,32,68.31,MCH-101,16.4
6/2/2023,95,Male,Evening,30,49.45,Assembly,41.89,27,71.09,MCH-101,20.1
28/2/2023,47,Female,Night,81.7828135,25.34,Packing,23.87,34,68.98,MCH-101,17.9
12/2/2023,40,Male,Evening,77.58499352,26.09,Inspection,25.25,27,77.59,MCH-204,19.2
8/3/2023,49,Male,Morning,44.61979657,29.56,Packing,31.06,28,64.94,MCH-101,19.3
3/2/2023,50,Male,Evening,77.87691795,25.01,Packing,30.87,33,73.49,MCH-101,17.3
13/1/2023,56,Male,Night,76.84764609,25.05,Packing,40.53,25,69.68,MCH-204,16.9
8/3/2023,51,Male,Morning,50.80305419,29.1,Inspection,38.27,32,60.39,MCH-204,14.3
5/3/2023,40,Female,Morning,76.32883543,25.25,Packing,24.91,35,63.14,MCH-101,21.1
21/1/2023,39,Female,Morning,67.10578368,27.44,Packing,32.04,31,79.2,MCH-101,15.1
4/1/2023,29,Male,Night,69.64216417,23.05,Assembly,21.4,34,78.24,MCH-101,11.9
6/1/2023,41,Female,Evening,73.26629287,25.66,Assembly,39.02,24,77.39,MCH-204,16.3
5/2/2023,25,Female,Night,66.31460694,22.68,Assembly,16.4,32,68.31,MCH-204,14.6
1/2/2023,57,Male,Night,78.29731648,23.89,Inspection,32.65,28,47.57,MCH-305,12.2
19/2/2023,53,Male,Evening,61.41851699,27.68,Packing,28.54,32,53.36,MCH-204,12.4
12/2/2023,24,Male,Night,60.48203271,25.9,Packing,40.45,38,67.37,MCH-101,15.3
28/1/2023,41,Female,Morning,76.49740945,25.36,Assembly,26.91,15,54.82,MCH-204,15.5
10/2/2023,24,Female,Morning,67.82465502,24.5,Packing,26.5,27,81.45,MCH-204,10.9
1/3/2023,42,Male,Evening,65.96261769,27.2,Inspection,38.96,19,61.91,MCH-305,14
14/1/2023,23,Female,Evening,62.980489,26.6,Packing,39.5,24,67.25,MCH-305,18
25/2/2023,39,Female,Morning,63.15386447,27.97,Assembly,24.54,28,87.35,MCH-101,7.3
14/3/2023,42,Male,Morning,64.98929611,20.75,Inspection,40.89,34,80.31,MCH-305,14.3
1/2/2023,49,Female,Morning,80.49867543,24.34,Packing,59.57,34,73.46,MCH-101,15.1
15/1/2023,36,Female,Night,75.76573639,26.32,Packing,30.28,34,72.21,MCH-101,17
17/2/2023,56,Male,Morning,73.40034688,25.8,Packing,22.72,33,62.44,MCH-101,14.4
20/3/2023,73,Male,Night,30,48.4,Inspection,35.55,23,77.61,MCH-101,13.8
18/2/2023,73,Male,Evening,30,51.46,Packing,21.18,34,72.13,MCH-305,16.8
20/2/2023,46,Male,Evening,73.71748545,25.39,Assembly,32.41,27,68.65,MCH-101,14.8
18/1/2023,49,Male,Night,81.06468305,24.95,Assembly,29.95,32,76.41,MCH-101,20.3
4/1/2023,33,Female,Morning,62.09771587,27.29,Assembly,41.92,25,76.59,MCH-204,16.9
24/1/2023,49,Male,Morning,54.17821592,28.3,Assembly,17.44,29,60.29,MCH-101,17.4
5/3/2023,55,Female,Evening,80.49875546,24.54,Inspection,19.21,30,79.17,MCH-204,15.2
10/2/2023,52,Male,Night,75.74642475,25.87,Assembly,38.82,32,69.14,MCH-305,20.6
25/1/2023,89,Female,Evening,30,51.11,Assembly,40.42,26,70.83,MCH-204,13.3
21/1/2023,45,Female,Night,45.58448997,29.12,Assembly,13.53,33,56.84,MCH-305,11.6
11/1/2023,30,Male,Night,68.32265274,25.4,Inspection,50.21,23,57.15,MCH-305,14.7
13/2/2023,89,Male,Morning,30,52.27,Inspection,43.76,39,55.45,MCH-204,14.2
23/1/2023,130,Male,Night,52.83726764,28.46,Packing,28.28,26,93.93,MCH-305,14.6
20/3/2023,41,Female,Evening,76.50011233,25.87,Assembly,35.96,20,92.68,MCH-305,20.9
6/2/2023,32,Male,Evening,66.65287625,25.58,Packing,15.29,30,52.98,MCH-305,12.6
12/1/2023,32,Male,Morning,69.44867259,25.34,Inspection,42.04,28,54.86,MCH-204,14.8
28/3/2023,26,Male,Evening,63.88368332,25.49,Packing,26.54,25,64.88,MCH-305,10.1
4/2/2023,58,Male,Morning,63.88722328,27.71,Inspection,31.44,37,81.07,MCH-101,20.7
15/2/2023,25,Male,Morning,56.51904311,26.46,Packing,33.9,34,76.25,MCH-204,8
3/2/2023,23,Male,Night,59.65399309,26.47,Assembly,47.08,32,91.67,MCH-101,15.4
2/1/2023,57,Male,Morning,80.87836687,23.75,Inspection,39.67,25,66.95,MCH-204,11
1/2/2023,42,Female,Evening,71.97861796,24.07,Inspection,31.4,27,63.03,MCH-101,10.8
30/1/2023,37,Male,Morning,30,30.29,Inspection,29.11,27,70.56,MCH-305,12.3
5/2/2023,49,Female,Morning,78.54190272,25.64,Assembly,37.25,21,68.26,MCH-101,11.7
6/2/2023,35,Female,Evening,78.84100243,24.45,Assembly,34.14,31,69.73,MCH-101,15.8
22/2/2023,25,Female,Night,38.89799416,28.86,Inspection,32.58,32,71.07,MCH-101,11.2
4/1/2023,49,Male,Night,69.78419731,26.56,Inspection,35.06,31,91.2,MCH-204,18.1
5/2/2023,27,Male,Evening,56.81510116,27.16,Assembly,32.3,31,71.2,MCH-305,19
16/1/2023,42,Female,Evening,77.19824275,25.72,Assembly,19.35,24,59.37,MCH-305,20
25/3/2023,57,Female,Morning,77.88577138,25.36,Assembly,34.42,26,67.09,MCH-101,10.4
11/2/2023,57,Male,Morning,77.95885579,25.66,Assembly,34.78,28,77.26,MCH-101,12.7
1/1/2023,34,Male,Night,77.53846867,23.23,Assembly,36.33,37,76,MCH-204,13.6
27/2/2023,51,Male,,77.22666661,25.82,Assembly,24.97,36,75.46,MCH-101,13.3
19/3/2023,44,Male,,67.68093177,26.59,Packing,27,33,53.01,MCH-101,17.4
10/1/2023,39,Male,Evening,38.34502469,29.7,Assembly,51.39,40,54.41,MCH-101,16
2/2/2023,25,Female,Morning,62.07036388,26.17,Assembly,27.59,33,68.69,MCH-204,12.2
3/2/2023,35,Male,Night,64.72641891,21.33,Inspection,40.09,33,74.46,MCH-101,14.2
5/3/2023,46,Male,Night,73.09427023,25.81,Inspection,27.03,37,61.69,MCH-101,14.9
16/2/2023,128,Female,Morning,30,31.48,Packing,16.09,33,84.94,MCH-101,14.5
6/1/2023,20,Female,Night,44.10413971,27.73,Assembly,33.96,38,75.41,MCH-204,12.8
13/3/2023,48,Male,Night,77.65927163,24.38,Inspection,41.13,30,64.82,MCH-204,11.7
21/3/2023,53,Male,Night,68.62655974,27.18,Inspection,31.66,27,97.8,MCH-305,17.3
14/2/2023,58,Female,Night,79.27490892,24.52,Packing,15.04,30,65.34,MCH-204,11.5
24/3/2023,36,Female,Evening,63.5647372,27,Assembly,12.67,31,66.31,MCH-305,17.1
20/2/2023,24,Female,,68.67038637,25.3,Inspection,46.54,25,65.84,MCH-305,15.7
14/1/2023,42,Female,Night,72.99215116,26.18,Assembly,34.86,26,70.42,MCH-101,12.4
26/2/2023,54,Female,Evening,64.93762168,22.26,Packing,41.07,28,59.25,MCH-305,16.5
18/2/2023,55,Male,Morning,62.68150293,27.29,Packing,37.32,25,77.37,MCH-101,12.9
13/2/2023,45,Male,Night,67.86894176,27.29,Assembly,23.5,27,78.75,MCH-204,16.7
16/2/2023,24,Female,Morning,65.85124926,25.18,Packing,32.44,34,76.67,MCH-204,12.6
19/3/2023,24,Male,Evening,53.40651068,26.79,Inspection,18.03,34,65.47,MCH-305,15.3
5/1/2023,39,Male,,76.15787171,23.57,Packing,44.46,23,65.51,MCH-101,14.9
7/1/2023,43,Male,Morning,64.08043597,27.43,Packing,38.19,32,76.13,MCH-305,13.1
20/3/2023,21,Female,Night,61.80608343,23.63,Assembly,42.41,30,72.16,MCH-305,14.1
19/1/2023,47,Male,Night,40.66045434,29.29,Inspection,47.91,35,61.98,MCH-204,13.1
12/3/2023,41,Male,Night,73.95476995,22.57,Assembly,31.44,29,49.76,MCH-305,18.5
10/2/2023,120,Male,Night,81.40066649,23.81,Assembly,27.59,24,66.05,MCH-101,12.9
13/1/2023,23,Male,Evening,53.78472551,26.83,Assembly,33.94,28,75.22,MCH-204,14.8
21/2/2023,38,Female,Evening,43.29018028,29.33,Packing,47.68,24,74.95,MCH-204,8.7
8/1/2023,48,Male,Night,70.71828534,26.63,Packing,19.34,19,54.85,MCH-305,12.9
9/1/2023,76,Female,Evening,30,48.1,Assembly,35.21,30,78.37,MCH-305,16.9
3/3/2023,37,Male,Evening,73.60810016,26.04,Packing,43.05,33,88.51,MCH-305,16.4
24/3/2023,31,Female,Morning,70.03944029,23.95,Packing,38.08,31,66.49,MCH-101,16.3
18/3/2023,58,Female,Night,71.50282705,25.02,Assembly,45.73,24,67.97,MCH-305,14.9
14/3/2023,38,Female,Night,80.06386837,23.58,Inspection,19.65,23,64.77,MCH-101,15.8
27/2/2023,126,Male,Night,60.31045478,27.29,Inspection,45.87,31,66.47,MCH-305,19.3
20/3/2023,37,Male,Morning,70.35688787,26.8,Packing,28.76,38,82.12,MCH-305,12.2
23/1/2023,20,Female,Morning,57.66631476,23.75,Inspection,14.05,36,62.16,MCH-204,18.7
16/1/2023,32,Female,Morning,63.92213466,26.64,Inspection,31.73,29,72.42,MCH-204,12.4
16/2/2023,40,Female,Evening,72.68948338,23.4,Packing,26.61,31,67.25,MCH-101,15.9
24/2/2023,56,Female,Night,73.36882876,26.59,Inspection,33.36,35,71.91,MCH-305,12.4
17/2/2023,49,Male,Night,83.67398189,25.02,Packing,19.8,29,67.14,MCH-101,17.5
21/3/2023,51,Female,Night,50.94723974,28.81,Assembly,33.77,23,78.21,MCH-204,11.1
13/2/2023,41,Female,Morning,68.80521599,26.65,Inspection,29.25,16,80.41,MCH-204,12
12/2/2023,24,Female,Night,45.04080052,28.47,Assembly,54.88,31,73.74,MCH-204,14.7
15/2/2023,35,Male,Night,62.15786226,27.29,Assembly,36.74,29,67.85,MCH-204,12.6
17/3/2023,59,Male,Morning,72.6425099,26.11,Packing,37.28,21,77.87,MCH-101,12.9
17/3/2023,21,Male,Night,60.06038063,24.04,Inspection,32.72,23,62.51,MCH-305,14.6
12/1/2023,55,Male,Morning,81.08081767,25.17,Inspection,47.48,29,74.3,MCH-101,11.2
9/1/2023,47,Male,Evening,79.1243722,25.48,Inspection,39.85,27,64.86,MCH-305,15.4
23/2/2023,31,Male,Morning,68.04023402,24.55,Inspection,50.13,37,72.15,MCH-204,16.1
23/1/2023,51,Male,Evening,65.76023818,27.2,Packing,45.54,37,60.4,MCH-101,10.3
31/1/2023,53,Male,Night,79.13049659,23.17,Assembly,31.15,26,81.84,MCH-305,15.7
29/1/2023,21,Female,Morning,55.9716146,21.32,Inspection,42.3,38,57.43,MCH-305,15.6
15/3/2023,24,Female,Evening,68.47583388,23.89,Inspection,43.14,38,68.71,MCH-204,16.3
23/1/2023,46,Female,Night,62.72663819,27.25,Packing,44.45,31,55.23,MCH-305,15.3
22/3/2023,59,Male,Morning,77.33824329,22.8,Inspection,39.01,25,81.63,MCH-305,16.1
27/3/2023,126,Male,Morning,81.15193122,23.26,Inspection,21.56,31,85.54,MCH-101,16
4/3/2023,46,Male,Evening,45.91643185,29.58,Assembly,34.71,19,58.09,MCH-204,15.7
15/1/2023,25,Male,Night,64.27151259,24.73,Inspection,36.11,27,73.24,MCH-204,16.1
18/2/2023,46,Female,Evening,71.0364385,26.64,Inspection,35.71,31,67.04,MCH-305,19.6
20/3/2023,44,Male,Night,66.49028891,27.28,Assembly,46.47,32,75.12,MCH-305,18.9
3/2/2023,23,Male,Morning,49.51908462,27.33,Inspection,28.57,28,85.76,MCH-204,14.7
9/2/2023,47,Female,Morning,68.74433419,27.29,Assembly,36.36,30,73.85,MCH-204,13.1
26/2/2023,55,Male,Morning,75.08330047,25.54,Packing,34.3,25,62.34,MCH-204,18.8
28/3/2023,54,Male,Night,74.86559961,22.76,Assembly,41.84,37,63.1,MCH-305,21.9
9/2/2023,21,Female,Morning,54.62035034,27,Assembly,53.1,37,66.46,MCH-305,14.9
20/1/2023,29,Male,Morning,66.05631302,22.81,Inspection,41.23,34,62.72,MCH-204,16.5
22/3/2023,29,Female,Night,71.80448025,23.9,Inspection,40.56,29,77.6,MCH-204,14
18/3/2023,38,Male,Evening,63.68155444,,Inspection,24.8,26,78.45,MCH-305,16.6
18/2/2023,25,Male,Morning,61.30089171,23.01,Inspection,19.56,34,82.6,MCH-305,9.1
2/2/2023,54,Female,Morning,67.15400634,,Assembly,37.56,31,65.75,MCH-305,13.4
13/1/2023,51,Male,Morning,30,30.84,Packing,33.13,25,81.54,MCH-101,17.2
17/3/2023,52,Female,Night,76.8579672,25.05,Inspection,39.6,35,86.83,MCH-204,12.4
17/1/2023,27,Female,Evening,68.90134863,23.36,Assembly,28.87,28,56.74,MCH-101,16.7
22/2/2023,20,Female,Night,47.30642269,27,Packing,49.03,26,65.13,MCH-101,16.6
3/3/2023,56,Male,Morning,77.35427015,25.51,Packing,23.04,35,68.92,MCH-305,16.7
5/1/2023,31,Female,Evening,76.69590636,25.37,Packing,33.04,26,78.22,MCH-204,13.5
5/2/2023,46,Female,Morning,81.40200378,24.7,Assembly,31.09,31,83.4,MCH-305,17.3
